A22,13.6,2.03,55,463,48.467,17.810,0.700,115.2,10,26.96666667,77.66666667,0.000
A23,12.7,1.701,117,422,72.883,11.685,0.689,115.2,10,26.96666667,77.66666667,0.000
A24,11.9,1.741,79,423,57.267,10.014,0.830,115.2,10,26.96666667,77.66666667,0.000
A25,15.7,1.944,108,543,53.933,15.637,0.818,115.2,10,26.96666667,77.66666667,0.000
A26,17.8,2.305,64,356,42.317,16.454,0.804,115.2,10,26.96666667,77.66666667,0.000
A27,17.5,2.333,134,580,42.683,21.307,0.824,115.2,10,26.96666667,77.66666667,0.000
A28,14,2.275,92,519,57.367,8.749,0.843,115.2,10,26.96666667,77.66666667,0.000
A29,12.8,2.486,124,430,44.717,10.553,0.814,115.2,10,26.96666667,77.66666667,0.000
A30,14.1,1.816,99,474,44.750,13.195,0.842,115.2,10,26.96666667,77.66666667,0.000
A31,20.2,2.194,55,857,36.933,44.338,0.849,115.2,10,26.96666667,77.66666667,0.000
A32,15.9,1.527,112,716,42.283,29.988,0.791,115.2,10,26.96666667,77.66666667,0.000
A33,19.6,2.893,127,772,41.983,35.611,0.849,115.2,10,26.96666667,77.66666667,0.000
A34,15.1,1.949,135,640,43.400,26.041,0.831,115.2,10,26.96666667,77.66666667,0.000
A35,17.1,1.526,87,682,46.417,27.757,0.837,115.2,10,26.96666667,77.66666667,0.000
A36,17.7,2.18,120,730,40.233,38.813,0.845,115.2,10,26.96666667,77.66666667,0.000
A37,17.1,1.906,27,585,44.933,28.240,0.826,115.2,10,26.96666667,77.66666667,0.000
A38,14.4,2.235,119,482,78.783,18.922,0.821,115.2,10,26.96666667,77.66666667,0.000
A39,18.9,2.483,46,570,46.167,22.396,0.819,115.2,10,26.96666667,77.66666667,0.000
A40,14.9,2.239,74,578,44.033,16.343,0.848,115.2,10,26.96666667,77.66666667,0.000
A41,11,2.575,151,509,40.283,16.490,0.810,115.2,10,26.96666667,77.66666667,0.000
A42,17.7,2.519,115,636,38.033,23.525,0.852,115.2,10,26.96666667,77.66666667,0.000
A43,20.1,2.52,75,720,42.500,37.971,0.880,115.2,10,26.96666667,77.66666667,0.000
A44,14.4,2.557,121,52,42.883,16.007,0.887,115.2,10,26.96666667,77.66666667,0.000
A45,16.5,2.204,55,681,45.983,29.869,0.838,115.2,10,26.96666667,77.66666667,0.000
A46,18.3,2.366,107,788,52.583,23.097,0.847,115.2,10,26.96666667,77.66666667,0.000
A47,14.8,2.301,96,578,55.433,20.296,0.822,115.2,10,26.96666667,77.66666667,1.825
A48,15,2.183,97,500,50.983,15.295,0.814,115.2,10,26.96666667,77.66666667,0.000
A49,16.4,2.243,107,779,61.600,34.717,0.826,115.2,10,26.96666667,77.66666667,0.000
A50,13.8,2.144,103,516,63.833,18.460,0.805,115.2,10,26.96666667,77.66666667,0.000
A51,15.4,1.953,74,765,49.917,30.984,0.845,115.2,10,26.96666667,77.66666667,0.000
A52,17.7,2.648,66,732,62.050,24.771,0.827,115.2,10,26.96666667,77.66666667,0.000
A53,20.7,2.205,59,712,61.233,39.701,0.885,115.2,10,26.96666667,77.66666667,0.000
A54,16.6,2.387,124,712,33.183,41.992,0.872,115.2,10,26.96666667,77.66666667,0.000
A55,17.7,2.749,138,714,38.250,31.080,0.848,115.2,10,26.96666667,77.66666667,0.000
A56,14.8,2.183,65,715,39.617,20.447,0.839,115.2,10,26.96666667,77.66666667,0.000
A57,12.4,1.961,165,553,44.867,24.787,0.862,115.2,10,26.96666667,77.66666667,0.000
A58,14.5,2.121,150,720,38.433,36.329,0.841,115.2,10,26.96666667,77.66666667,0.000
A59,11.9,1.882,133,669,48.200,22.256,0.848,115.2,10,26.96666667,77.66666667,0.000
A60,17.4,2.885,106,640,39.550,31.919,0.845,115.2,10,26.96666667,77.66666667,0.000
A61,18.5,2.662,88,710,44.500,39.368,0.790,115.2,10,26.96666667,77.66666667,0.000
A62,17.7,2.5,67,803,68.700,47.837,0.837,115.2,10,26.96666667,77.66666667,0.000
A63,11.6,2.126,95,497,55.450,34.278,0.830,115.2,10,26.96666667,77.66666667,0.000
A64,18.1,3.24,128,629,58.700,22.311,0.830,115.2,10,26.96666667,77.66666667,2.205
A65,18.5,2.523,105,853,49.683,37.428,0.841,115.2,10,26.96666667,77.66666667,0.000
A66,16.8,2.373,117,805,64.883,39.438,0.849,115.2,10,26.96666667,77.66666667,0.000
A67,21.2,2.782,74,785,49.100,30.927,0.847,115.2,10,26.96666667,77.66666667,0.000
A68,17,2.43,77,720,43.767,30.718,0.840,115.2,10,26.96666667,77.66666667,0.000
A69,13.7,2.157,155,600,37.833,23.650,0.845,115.2,10,26.96666667,77.66666667,0.000
A70,15.4,2.387,154,756,47.417,31.438,0.860,115.2,10,26.96666667,77.66666667,0.000
A71,17.1,2.543,97,636,52.350,20.038,0.874,115.2,10,26.96666667,77.66666667,1.675
A72,13.1,1.866,76,684,43.733,21.430,0.855,115.2,10,26.96666667,77.66666667,0.000
A73,9.8,2.301,140,438,60.350,5.810,0.865,115.2,10,26.96666667,77.66666667,0.000
A74,11,2.059,137,368,64.967,12.600,0.843,115.2,10,26.96666667,77.66666667,0.000
A75,16,2.261,92,735,55.217,38.290,0.892,115.2,10,26.96666667,77.66666667,0.000
A76,14.1,2.272,157,658,71.000,27.960,0.816,115.2,10,26.96666667,77.66666667,0.000
A77,12.5,1.233,107,625,64.300,13.944,0.832,115.2,10,26.96666667,77.66666667,0.000
A78,16.8,2.127,93,818,41.033,34.268,0.846,115.2,10,26.96666667,77.66666667,0.000
A79,19.6,2.593,97,814,64.967,42.644,0.848,115.2,10,26.96666667,77.66666667,0.000
A80,18.5,2.018,74,836,80.133,48.463,0.840,115.2,10,26.96666667,77.66666667,0.000
A81,18.2,2.607,190,780,43.300,45.688,0.746,115.2,10,26.96666667,77.66666667,0.000
A82,18.6,3.623,130,877,42.383,54.786,0.818,115.2,10,26.96666667,77.66666667,0.000
A83,22.3,2.997,54,980,42.650,60.458,0.854,115.2,10,26.96666667,77.66666667,0.000
A84,19.4,3.109,128,862,45.250,43.721,0.836,115.2,10,26.96666667,77.66666667,0.000
A85,19,2.394,24,667,58.100,15.973,0.840,115.2,10,26.96666667,77.66666667,0.000
A86,26.6,2.614,54,990,45.267,40.934,0.843,115.2,10,26.96666667,77.66666667,0.000
A87,17.1,2.533,112,792,41.500,46.844,0.755,115.2,10,26.96666667,77.66666667,0.000
A88,22.5,2.177,79,878,51.583,52.364,0.767,115.2,10,26.96666667,77.66666667,0.000
A89,21.4,2.415,72,812,46.450,56.438,0.781,115.2,10,26.96666667,77.66666667,0.000
A90,16.3,3.548,102,620,45.283,32.066,0.802,115.2,10,26.96666667,77.66666667,0.505
A91,22.3,3.153,125,1005,40.967,57.245,0.817,115.2,10,26.96666667,77.66666667,0.000
A92,18,2.21,125,872,50.683,43.941,0.845,115.2,10,26.96666667,77.66666667,0.000
A93,17,2.302,102,747,45.233,27.522,0.793,115.2,10,26.96666667,77.66666667,1.545
A94,19.9,2.11,138,772,38.750,14.519,0.841,115.2,10,26.96666667,77.66666667,0.000
A95,19.3,2.634,124,725,42.567,31.312,0.849,115.2,10,26.96666667,77.66666667,0.000
A96,21.2,2.472,126,584,45.783,26.013,0.831,115.2,10,26.96666667,77.66666667,0.000
A97,24.2,2.846,69,882,38.300,50.654,0.815,115.2,10,26.96666667,77.66666667,0.000
A98,21.5,2.122,86,1022,45.783,38.086,0.807,115.2,10,26.96666667,77.66666667,0.000
A99,16.8,2.4,124,753,52.550,17.498,0.814,115.2,10,26.96666667,77.66666667,0.000
A100,17,2.504,133,854,37.750,37.868,0.794,115.2,10,26.96666667,77.66666667,0.000
A101,17.2,2.598,96,723,45.033,26.874,0.850,115.2,10,26.96666667,77.66666667,0.000
A102,21.3,2.892,109,995,35.733,30.468,0.809,115.2,10,26.96666667,77.66666667,0.000
A103,17,2.479,128,814,40.700,26.885,0.791,115.2,10,26.96666667,77.66666667,0.000
A104,24.5,2.169,89,907,45.800,39.918,0.818,115.2,10,26.96666667,77.66666667,0.000
A105,17,2.783,144,778,42.733,32.094,0.786,115.2,10,26.96666667,77.66666667,0.000
A106,20.5,2.265,112,748,54.733,34.818,0.752,115.2,10,26.96666667,77.66666667,0.000
A107,17.7,2.292,107,636,43.100,32.249,0.786,115.2,10,26.96666667,77.66666667,0.000
A108,22.3,2.24,118,534,44.233,23.540,0.773,115.2,10,26.96666667,77.66666667,0.000
A109,23.4,3.725,86,937,46.383,61.861,0.765,115.2,10,26.96666667,77.66666667,0.000
A110,13.3,3.638,177,932,49.533,44.718,0.788,115.2,10,26.96666667,77.66666667,0.000
A111,18.2,3.38,142,876,44.083,33.841,0.801,115.2,10,26.96666667,77.66666667,0.000
A112,17.9,3.626,145,828,44.783,10.281,0.827,115.2,10,26.96666667,77.66666667,0.000
A113,19.7,3.415,153,922,49.350,25.603,0.824,115.2,10,26.96666667,77.66666667,8.860
A114,17.4,2.91,136,809,56.583,27.580,0.798,115.2,10,26.96666667,77.66666667,0.000
A115,25,2.339,84,886,44.033,57.374,0.746,115.2,10,26.96666667,77.66666667,0.000
A116,19.7,2.925,83,746,53.317,41.751,0.815,115.2,10,26.96666667,77.66666667,0.000
A117,22.5,3.479,118,836,47.417,44.824,0.751,115.2,10,26.96666667,77.66666667,0.000
A118,22.5,3.223,112,1132,42.683,39.289,0.762,115.2,10,26.96666667,77.66666667,0.000
A119,20.8,3.143,84,813,41.167,45.121,0.800,115.2,10,26.96666667,77.66666667,0.000
A120,16.6,3.386,139,774,49.500,33.302,0.810,115.2,10,26.96666667,77.66666667,0.000
A121,17,3.253,132,885,41.967,30.476,0.846,115.2,10,26.96666667,77.66666667,0.000
A122,16.8,3.452,58,955,29.317,30.737,0.848,115.2,10,26.96666667,77.66666667,0.000
A123,21.3,3.52,156,1007,42.500,41.490,0.858,115.2,10,26.96666667,77.66666667,0.000
A124,11,2.434,74,506,43.733,7.753,0.790,115.2,10,26.96666667,77.66666667,1.215
A125,15,2.586,107,714,50.567,13.137,0.823,115.2,10,26.96666667,77.66666667,1.620
A126,16.2,3.143,183,677,42.267,11.073,0.833,115.2,10,26.96666667,77.66666667,0.000
A127,17.1,3.242,92,842,34.067,26.697,0.855,115.2,10,26.96666667,77.66666667,0.000
A128,14.6,3.47,135,682,34.800,22.672,0.829,115.2,10,26.96666667,77.66666667,0.000
A129,21,3.324,98,848,37.333,30.195,0.835,115.2,10,26.96666667,77.66666667,0.000
A130,16.2,3.222,124,813,49.800,36.440,0.806,115.2,10,26.96666667,77.66666667,0.000
A131,20,4.271,106,792,35.200,40.222,0.799,115.2,10,26.96666667,77.66666667,0.000
A132,19.8,3.978,98,682,39.683,28.577,0.829,115.2,10,26.96666667,77.66666667,0.000
A133,18.1,3.29,92,586,29.500,18.544,0.859,115.2,10,26.96666667,77.66666667,0.000
A134,17.4,3.523,102,768,38.467,20.306,0.823,115.2,10,26.96666667,77.66666667,0.000
A135,15.2,3.146,83,596,49.467,18.830,0.833,115.2,10,26.96666667,77.66666667,0.000
A136,16.1,3.751,47,706,45.950,27.671,0.802,115.2,10,26.96666667,77.66666667,0.000
A137,19.1,4.122,177,858,44.400,27.363,0.813,115.2,10,26.96666667,77.66666667,0.000
A138,17.1,3.401,96,824,28.600,21.255,0.852,115.2,10,26.96666667,77.66666667,0.000
A139,14.7,2.859,109,553,44.583,16.696,0.858,115.2,10,26.96666667,77.66666667,0.000
A140,22.2,3.341,55,797,39.467,36.235,0.793,115.2,10,26.96666667,77.66666667,0.000
